"","accession","isolate","host","db_xref","country","collection_date","note","length","definition","version"
"1732","LN713579","sadBatch793_3_var04","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBatch793_3_var04.","LN713579.1"
"1733","LN713578","sadBatch793_3_var03","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBatch793_3_var03.","LN713578.1"
"1734","LN713577","sadBatch793_3_var02","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBatch793_3_var02.","LN713577.1"
"1735","LN713576","sadBatch793_3_var01","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBatch793_3_var01.","LN713576.1"
"1736","LN713571","sadBatch793_1_var02","cell culture",11292,NA,NA,NA,11927,"Rabies virus complete genome, isolate sadBatch793_1_var02.","LN713571.1"
"1737","LN713570","sadBatch793_1_var01","cell culture",11292,NA,NA,NA,11927,"Rabies virus complete genome, isolate sadBatch793_1_var01.","LN713570.1"
"1738","LN713569","sadBatch744_5_var03","cell culture",11292,NA,NA,NA,11927,"Rabies virus complete genome, isolate sadBatch744_5_var03.","LN713569.1"
"1739","LN713568","sadBatch744_5_var02","cell culture",11292,NA,NA,NA,11929,"Rabies virus complete genome, isolate sadBatch744_5_var02.","LN713568.1"
"1740","LN713567","sadBatch744_5_var01","cell culture",11292,NA,NA,NA,11929,"Rabies virus complete genome, isolate sadBatch744_5_var01.","LN713567.1"
"1741","LN713560","sadBatch744_3_var02","cell culture",11292,NA,NA,NA,11924,"Rabies virus complete genome, isolate sadBatch744_3_var02.","LN713560.1"
"1742","LN713559","sadBatch744_3_var01","cell culture",11292,NA,NA,NA,11924,"Rabies virus complete genome, isolate sadBatch744_3_var01.","LN713559.1"
"1743","LN713558","sadBatch744_2_var03","cell culture",11292,NA,NA,NA,11924,"Rabies virus complete genome, isolate sadBatch744_2_var03.","LN713558.1"
"1744","LN713557","sadBatch744_2_var02","cell culture",11292,NA,NA,NA,11924,"Rabies virus complete genome, isolate sadBatch744_2_var02.","LN713557.1"
"1745","LN713556","sadBatch744_2_var01","cell culture",11292,NA,NA,NA,11924,"Rabies virus complete genome, isolate sadBatch744_2_var01.","LN713556.1"
"1746","LN713555","sadBatch744_1_var12","cell culture",11292,NA,NA,NA,11925,"Rabies virus complete genome, isolate sadBatch744_1_var12.","LN713555.1"
"1747","LN713554","sadBatch744_1_var09","cell culture",11292,NA,NA,NA,11925,"Rabies virus complete genome, isolate sadBatch744_1_var09.","LN713554.1"
"1748","LN713553","sadBatch744_1_var06","cell culture",11292,NA,NA,NA,11925,"Rabies virus complete genome, isolate sadBatch744_1_var06.","LN713553.1"
"1749","LN713552","sadBatch744_1_var03","cell culture",11292,NA,NA,NA,11925,"Rabies virus complete genome, isolate sadBatch744_1_var03.","LN713552.1"
"1750","LN713545","sadB19Behr_4_var01","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadB19Behr_4_var01.","LN713545.1"
"1751","LN713543","sadB19Behr_2_var01","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadB19Behr_2_var01.","LN713543.1"
"1752","LN713542","sadB19Behr_1_var01","cell culture",11292,NA,NA,NA,11926,"Rabies virus complete genome, isolate sadB19Behr_1_var01.","LN713542.1"
"1753","GQ412744",NA,"dog",11292,"China: Beijing","1931","genotype: 1",11925,"Rabies virus strain aG, complete genome.","GQ412744.1"
"1754","KM272192","CQH1202D/China/2012","dog",11292,"China","2012",NA,11927,"Rabies virus isolate CQH1202D/China/2012, complete genome.","KM272192.1"
"1755","JN234411",NA,"dog",11292,"China","1931",NA,11925,"Rabies virus strain 4aGV, complete genome.","JN234411.1"
"1756","FJ959397",NA,NA,11292,"China: Zibo","1956","vaccine strain; for human use
",11925,"Rabies virus strain CTN-1, complete genome.","FJ959397.1"
"1757","KJ564280","IMDRV-13","Dama dama (fallow deer)",11292,"China: Inner Mongolia","20-Sep-2013
",NA,11924,"Rabies virus isolate IMDRV-13, complete genome.","KJ564280.1"
"1758","KR230090","SXYL15","cattle",11292,"China","23-Jan-2015",NA,11924,"Rabies virus isolate SXYL15, complete genome.","KR230090.1"
"1759","KR230089","SXBJ15","cattle",11292,"China","23-Jan-2015",NA,11924,"Rabies virus isolate SXBJ15, complete genome.","KR230089.1"
"1760","FJ712196","F04","Chinese ferret badger",11292,"China","2008","genotype: 1",11923,"Rabies virus isolate F04, complete genome.","FJ712196.1"
"1761","FJ712195","F02","Chinese ferret badger",11292,"China","2008","genotype: 1",11923,"Rabies virus isolate F02, complete genome.","FJ712195.1"
"1762","FJ712194","D02","dog",11292,"China","2008","genotype: 1",11925,"Rabies virus isolate D02, complete genome.","FJ712194.1"
"1763","FJ712193","D01","dog",11292,"China","2008","genotype: 1",11925,"Rabies virus isolate D01, complete genome.","FJ712193.1"
"1764","AB569299",NA,"Homo sapiens 56 year old man",11292,"Sri Lanka:Gampaha","01-Nov-2008
",NA,11926,"Rabies virus viral cRNA, complete genome, strain: H-08-1320.","AB569299.1"
"1765","AB981664",NA,"Canis lupus familiaris brain",11292,"Laos: Vientiane Capital","2011-10-18",NA,11924,"Rabies virus RNA, complete genome, strain: Lao4.","AB981664.1"
"1766","AB981663",NA,"Canis lupus familiaris brain",11292,"Laos: Champasak","2011-11-04",NA,11924,"Rabies virus RNA, complete genome, strain: Lao2.","AB981663.1"
"1767","LC029889","UGbv13","Cattle",11292,"Uganda","2009",NA,11923,"Rabies virus gene for nucleoprotein, complete cds, isolate: UGbv13.","LC029889.1"
"1768","KP723638","RV2985","Canis simensis",11292,"Ethiopia","11-Jul-2014","BBC 55 SAM",11926,"Rabies virus isolate RV2985, complete genome.","KP723638.1"
"1769","KC193267","CNM1101C","cow",11292,"China","2011","genotype: 1",11924,"Rabies virus isolate CNM1101C, complete genome.","KC193267.1"
"1770","KJ004416","JZ13-Lv","Homo sapiens",11292,"China","01-Dec-2013",NA,11924,"Rabies virus isolate JZ13-Lv, complete genome.","KJ004416.1"
"1771","KM198893",NA,NA,11292,"Russia",NA,"vaccine strain; genotype: 1",11932,"Rabies virus strain Moscow 3253, complete genome.","KM198893.1"
"1772","KM016899","WQ14-RF","red fox",11292,"China","2014","genotype: 1",11923,"Rabies virus isolate WQ14-RF, complete genome.","KM016899.1"
"1773","KF726853","JX10-37","Melogale moschata (ferret badger)",11292,"China","30-Nov-2010",NA,11924,"Rabies virus isolate JX10-37, complete genome.","KF726853.1"
"1774","KF726852","JX09-18","Melogale moschata (ferret badger)",11292,"China","30-Jan-2009",NA,11922,"Rabies virus isolate JX09-18, complete genome.","KF726852.1"
"1775","KC252634","CNM1104D","dog",11292,"China","2011","genotype: 1",11924,"Rabies virus isolate CNM1104D, complete genome.","KC252634.1"
"1776","KC977995",NA,"canine",11292,"China","2009","genotype: I",11923,"Rabies virus iaolate Shaanxi-HZ-6, complete genome.","KC977995.1"
"1777","KF977826","CAR_11/001h","Homo sapiens",11292,"Central African Republic: Bangui","Sep-2011","clade Africa 2
",11923,"Rabies virus isolate CAR_11/001h, complete genome.","KF977826.1"
"1778","KJ466147",NA,NA,11292,"China: Shenzhen",NA,"vaccine strain; for human use
",11924,"Rabies virus strain CTNCEC25, complete genome.","KJ466147.1"
"1779","KF620489","R2013-01","ferret badger",11292,"Taiwan","Jan-2013",NA,11923,"Rabies virus isolate R2013-01, complete genome.","KF620489.1"
"1780","KF620488","R2012-88","ferret badger",11292,"Taiwan","Nov-2012",NA,11923,"Rabies virus isolate R2012-88, complete genome.","KF620488.1"
"1781","KF620487","R2012-26","ferret badger",11292,"Taiwan","May-2012",NA,11923,"Rabies virus isolate R2012-26, complete genome.","KF620487.1"
"1782","JQ970487",NA,"dog",11292,"China: Shanxi Province","2009","genotype: 1
",11924,"Rabies virus strain CSX0904D, complete genome.","JQ970487.1"
"1783","JQ970486",NA,"dog",11292,"China: Shandong Province","2007","genotype: 1
",11924,"Rabies virus strain CSD0708D, complete genome.","JQ970486.1"
"1784","JQ970485",NA,"dog",11292,"China: Jiangxi Province","2009","genotype: 1
",11923,"Rabies virus strain CJX0906D, complete genome.","JQ970485.1"
"1785","JQ970484",NA,"dog",11292,"China: Jiangxi Province","2009","genotype: 1
",11924,"Rabies virus strain CJX0903D, complete genome.","JQ970484.1"
"1786","JQ970483",NA,"dog",11292,"China: Jiangsu Province","2008","genotype: 1
",11924,"Rabies virus strain CJS0848D, complete genome.","JQ970483.1"
"1787","JQ970482",NA,"dog",11292,"China: Jiangsu Province","2006","genotype: 1
",11924,"Rabies virus strain CJS0636D, complete genome.","JQ970482.1"
"1788","JQ970481",NA,"dog",11292,"China: Jiangsu Province","2006","genotype: 1
",11924,"Rabies virus strain CJS0621D, complete genome.","JQ970481.1"
"1789","JQ970480",NA,"dog",11292,"China: Hunan Pronivce","2008","genotype: 1
",11922,"Rabies virus strain CHN0802D, complete genome.","JQ970480.1"
"1790","HE802676","Pk 24","Bos taurus",11292,"Pakistan","2007
",NA,11928,"Rabies virus complete genome, viral cRNA, isolate Pk 24.","HE802676.1"
"1791","HE802675","Pk 23","Bos taurus",11292,"Pakistan","2010
",NA,11928,"Rabies virus complete genome, viral cRNA, isolate Pk 23.","HE802675.1"
"1792","KC171645","BV9901PJ","raccoon dog",11292,"South Korea","18-Jan-1999",NA,11928,"Rabies virus isolate BV9901PJ, complete genome.","KC171645.1"
"1793","KC171644","BD0406CC","raccoon dog",11292,"South Korea","05-Jun-2004",NA,11928,"Rabies virus isolate BD0406CC, complete genome.","KC171644.1"
"1794","KC171643","08F40","cattle",11292,"South Korea","01-Apr-2008",NA,11928,"Rabies virus isolate 08F40, complete genome.","KC171643.1"
"1795","KC762941","JX09-17(fb)","Melogale moschata",11292,"China","Jan-2009","genotype: I",11923,"Rabies virus isolate JX09-17(fb), complete genome.","KC762941.1"
"1796","KF155002","RV2772","dog",11292,"Tanzania","2010","original ID: Rab91 / D10-897",11923,"Rabies virus isolate RV2772, complete genome.","KF155002.1"
"1797","KF155001","RV2627","cow",11292,"Morocco","2009","original ID: CASA 09/08",11926,"Rabies virus isolate RV2627, complete genome.","KF155001.1"
"1798","KF155000","RV2516","cow",11292,"Iraq","2010","original ID: 23",11923,"Rabies virus isolate RV2516, complete genome.","KF155000.1"
"1799","KF154999","RV2417","dog",11292,"United Kingdom","2008","original ID: R16/08; viral origin - Sri Lanka",11924,"Rabies virus isolate RV2417, complete genome.","KF154999.1"
"1800","KF154998","RV2324","dog",11292,"Israel","1950","original ID: ISR-50",11924,"Rabies virus isolate RV2324, complete genome.","KF154998.1"
"1801","KF154997","RV437","raccoon dog",11292,"Estonia",NA,"original ID: 269",11923,"Rabies virus isolate RV437, complete genome.","KF154997.1"
"1802","KF154996","RV61","Homo sapiens",11292,"United Kingdom","1987","viral origin - India",11928,"Rabies virus isolate RV61, complete genome.","KF154996.1"
"1803","KC737850","A11-5300","Homo sapiens",11292,"USA","2011",NA,11925,"Rabies virus isolate A11-5300, complete genome.","KC737850.1"
"1804","AB635373",NA,"Paradoxurus zeylonensis",11292,"Sri Lanka:Moneragala","Nov-2009
",NA,11926,"Rabies virus viral cRNA, complete genome, strain: H-1413-09.","AB635373.1"
"1805","AB128149",NA,"Gallus gallus embryo fibroblast cell",11292,NA,NA,"The Ni-CE strain was established from the Nishigahara strain after 100 passages in chicken embryo fibroblast cells.
",11926,"Rabies virus genomic RNA, complete genome, strain:Ni-CE.","AB128149.1"
"1806","AB009663",NA,NA,11292,NA,NA,NA,11926,"Rabies virus genomic RNA, complete genome, viral-complementary sequence.","AB009663.2"
"1807","AB044824",NA,NA,11292,NA,NA,NA,11926,"Rabies virus genomic RNA, complete genome, strain:Nishigahara.","AB044824.1"
"1808","JQ647510",NA,"donkey",11292,"China","17-Sep-2011","genotype: 1",11924,"Rabies virus strain WH11, complete genome.","JQ647510.1"
"1809","KC196743","DRV-NG11","dog",11292,"Nigeria","2011",NA,11923,"Rabies virus isolate DRV-NG11, complete genome.","KC196743.1"
"1810","KC169986",NA,"rabid cattle",11292,"China: Hengxian","16-Dec-2009","genotype: 1
",11923,"Rabies virus strain GXHXN, complete genome.","KC169986.1"
"1811","AB781935",NA,NA,11292,NA,NA,"animal vaccine strain",11932,"Rabies virus viral cRNA, complete genome, strain: ERA.","AB781935.1"
"1812","HQ891318",NA,"BHK cells",11292,NA,NA,NA,11927,"Rabies virus strain B2c, complete genome.","HQ891318.1"
"1813","JQ946087",NA,"BHK-21",11292,"China","2011","genotype: I",11922,"Rabies virus strain JX08-45CC, complete genome.","JQ946087.1"
"1814","AB699220",NA,"Capra hircus",11292,"Bangladesh: Narayanganj","12-Dec-2010",NA,11928,"Rabies virus L, G, M, P, N genes for large structural protein, glycoprotein, matrix protein, phosphoprotein, nucleocapsid, complete cds, strain: BDR5.","AB699220.1"
"1815","GU358653","GX4","dog",11292,"China:Guangxi","1994","genotype: 1",11922,"Rabies virus isolate GX4, complete genome.","GU358653.1"
"1816","GU345748","SH06","dog",11292,"China: Shanghai","2006","genotype: 1",11924,"Rabies virus isolate SH06, complete genome.","GU345748.1"
"1817","JN786878","QS-BHK-P7",NA,11292,"Thailand",NA,NA,11923,"Rabies virus isolate QS-BHK-P7, complete genome.","JN786878.1"
"1818","JN786877","QS-05",NA,11292,"Thailand",NA,NA,11923,"Rabies virus isolate QS-05, complete genome.","JN786877.1"
"1819","JX088694",NA,"pig",11292,"China",NA,NA,11923,"Rabies virus strain GD-SH-01, complete genome.","JX088694.1"
"1820","JX473841","240K09","Tragelaphus strepsiceros (Namibian kudu)",11292,"Namibia: Otjozondjupa","2009",NA,11923,"Rabies virus isolate 240K09, complete genome.","JX473841.1"
"1821","JX473840","239K09","Tragelaphus strepsiceros (Namibian kudu)",11292,"Namibia: Khomas","2009",NA,11923,"Rabies virus isolate 239K09, complete genome.","JX473840.1"
"1822","JX473839","192J09","jackal",11292,"Namibia: Kunene","2009",NA,11923,"Rabies virus isolate 192J09, complete genome.","JX473839.1"
"1823","JX473838","178J09","jackal",11292,"Namibia: Kunene","2009",NA,11923,"Rabies virus isolate 178J09, complete genome.","JX473838.1"
"1824","JX276550",NA,"Vero cells",11292,"China",NA,NA,11932,"Rabies virus strain PV-2061, complete genome.","JX276550.1"
"1825","HQ450386","DRV-Mexico","dog",11292,"Mexico",NA,NA,11924,"Rabies virus isolate DRV-Mexico, complete genome.","HQ450386.1"
"1826","HQ450385","DRV-AH08","dog",11292,"China","2008",NA,11924,"Rabies virus isolate DRV-AH08, complete genome.","HQ450385.1"
"1827","JQ944709","EPHVAC",NA,11292,"Ethiopia","2008","vaccine strain",11927,"Rabies virus isolate EPHVAC, complete genome.","JQ944709.1"
"1828","JQ944707","1410KOM","deer",11292,"Russia","2008",NA,11927,"Rabies virus isolate 1410KOM, complete genome.","JQ944707.1"
"1829","JQ944706","1352KRA","dog",11292,"Russia","2008",NA,11923,"Rabies virus isolate 1352KRA, complete genome.","JQ944706.1"
"1830","JQ944705","1350KRA","dog",11292,"Russia","2008",NA,11923,"Rabies virus isolate 1350KRA, complete genome.","JQ944705.1"
"1831","JQ944704","184VNO","raccoon dog",11292,"Russia","2009",NA,11923,"Rabies virus isolate 184VNO, complete genome.","JQ944704.1"
"1832","AB608731",NA,"Lasiurus ega",11292,"Brazil",NA,NA,11924,"Rabies virus viral cRNA, comploete genome, strain: BR-BAT34.","AB608731.1"
"1833","JQ685975","MEXSK3636","Spilogale putorius (Spotted skunk)",11292,"Mexico","2009","virus originally associated with MexSK-2
",11925,"Rabies virus isolate MEXSK3636, complete genome.","JQ685975.1"
"1834","JQ685974","SM3844","Eptesicus fuscus",11292,"USA","1995","virus originally associated with Eptesicus fuscus (EF-W1)
",11922,"Rabies virus isolate SM3844, complete genome.","JQ685974.1"
"1835","JQ685973","A11-1043","coyote",11292,"USA","2011","virus originally associated with Eptesicus fuscus (EF-W2)
",11922,"Rabies virus isolate A11-1043, complete genome.","JQ685973.1"
"1836","JQ685971","AZ3003","Antrozous pallidus",11292,"USA","2009","virus originally associated with Antrozous pallidus (AP)
",11924,"Rabies virus isolate AZ3003, complete genome.","JQ685971.1"
"1837","JQ685970","CASK2","striped skunk",11292,"USA","1974","virus originally associated with California skunk (CASK)
",11923,"Rabies virus isolate CASK2, complete genome.","JQ685970.1"
"1838","JQ685969","SM5440","striped skunk",11292,"USA","2001","virus originally associated with Eptesicus fuscus (EF-W1)
",11922,"Rabies virus isolate SM5440, complete genome.","JQ685969.1"
"1839","JQ685968","A10-0512","striped skunk",11292,"USA","2009","virus originally associated with South-central skunk (SCSK)
",11923,"Rabies virus isolate A10-0512, complete genome.","JQ685968.1"
"1840","JQ685967","NC1234","striped skunk",11292,"USA",NA,"virus originally associated with North-central skunk (NCSK",11923,"Rabies virus isolate NC1234, complete genome.","JQ685967.1"
"1841","JQ685966","SM5470","striped skunk",11292,"USA","2001","virus originally associated with Eptesicus fuscus (EF-W1)
",11929,"Rabies virus isolate SM5470, complete genome.","JQ685966.1"
"1842","JQ685965","A02-2972","Parastrellus hesperus",11292,"USA","2002","virus originally associated with Parastrellus hesperus (PH)
",11923,"Rabies virus isolate A02-2972, complete genome.","JQ685965.1"
"1843","JQ685964","SM5596","striped skunk",11292,"USA","2004","virus originally associated with Eptesicus fuscus (EF-W1)
",11922,"Rabies virus isolate SM5596, complete genome.","JQ685964.1"
"1844","JQ685963","Coati-3639","Nasua narica (coati)",11292,"Mexico","2009","virus originally associated with Tadarida brasiliensis
",11922,"Rabies virus isolate Coati-3639, complete genome.","JQ685963.1"
"1845","JQ685962","SM5441","striped skunk",11292,"USA","2001","virus originally associated with Eptesicus fuscus (EF-W1)
",11922,"Rabies virus isolate SM5441, complete genome.","JQ685962.1"
"1846","JQ685961","AZ10-140","Eptesicus fuscus",11292,"USA","2010","virus originally associated with Eptesicus fuscus (EF-W1)
",11922,"Rabies virus isolate AZ10-140, complete genome.","JQ685961.1"
"1847","JQ685960","SM4872","Eptesicus fuscus",11292,"USA","2001","virus originally associated with Eptesicus fuscus (EF-W1)
",11922,"Rabies virus isolate SM4872, complete genome.","JQ685960.1"
"1848","JQ685959","SM5451","striped skunk",11292,"USA","2001","virus originally associated with Eptesicus fuscus (EF-W1)
",11922,"Rabies virus isolate SM5451, complete genome.","JQ685959.1"
"1849","JQ685958","SM5101","striped skunk",11292,"USA","2001","virus originally associated with Eptesicus fuscus (EF-W1)
",11929,"Rabies virus isolate SM5101, complete genome.","JQ685958.1"
"1850","JQ685957","OR8767","gray fox",11292,"USA","2009","virus originally associated with Myotis spp.
",11922,"Rabies virus isolate OR8767, complete genome.","JQ685957.1"
"1851","JQ685956","AZBAT-7453","Eptesicus fuscus",11292,"USA","1975","virus originally associated with Eptesicus fuscus
",11922,"Rabies virus isolate AZBAT-7453, complete genome.","JQ685956.1"
